sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
SM-A715FZKUSEB,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy A71 black SM-A715FZKUSEB,,"• 6.7'' Full HD+ Super AMOLED screen
• 5 lens camera system
• 6 GB RAM, 128 GB internal memory
• 4500 mAh battery
• 25W Super-Fast charger
• Dual SIM
• In-screen fingerprint reader and facial recognition",0.172,1,Taxable Goods,"Catalog, Search",479.99,449.99,5/10/20,,,Smartphone Samsung Galaxy A71,"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy A71,242968-370955-medium.jpg,Smartphone Samsung Galaxy A71,242968-370955-medium.jpg,Smartphone Samsung Galaxy A71,242968-370955-medium.jpg,Smartphone Samsung Galaxy A71,,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=black,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"242968-370955-medium.jpg,242969-370957-medium.jpg,242970-370959-medium.jpg,242971-370961-medium.jpg",Smartphone Samsung Galaxy A71 black SM-A715FZKUSEB,,,,,,,,,,,,,
SM-G973FZWGSEB,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy S10 Dual SIM (512 GB) white SM-G973FZWGSEB,,"The best for you from Samsung

• Pro-grade Camera
• Wireless Power Share
• Infinity-O Display
• Dynamic AMOLED
• Ultrasonic Fingerprint",0.172,1,Taxable Goods,"Catalog, Search",1149,779.99,5/10/20,,,Smartphone Samsung Galaxy S10 Dual SIM (512 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy S10 Dual SIM (512 GB),215583-sm-g973w-medium.jpg,Smartphone Samsung Galaxy S10 Dual SIM (512 GB),215583-sm-g973w-medium.jpg,Smartphone Samsung Galaxy S10 Dual SIM (512 GB),215583-sm-g973w-medium.jpg,Smartphone Samsung Galaxy S10 Dual SIM (512 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=white,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"215583-sm-g973w-medium.jpg,215584-sm-g973w-2-medium.jpg,215585-sm-g973w-3-medium.jpg,215586-sm-g973w-4-medium.jpg,215587-sm-g973w-5-medium.jpg,215588-sm-g973w-6-medium.jpg",Smartphone Samsung Galaxy S10 Dual SIM (512 GB) white SM-G973FZWGSEB,,,,,,,,,,,,,
SM-G715FZKDE40,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy XCover Pro black SM-G715FZKDE40,,"Samsung Galaxy XCover Pro is IP68 water and dust resistant, capable of withstanding drops of up to 1.5m, even without a case, and is MIL-STD 810G certified for reliable protection against extreme altitude, humidity, and other severe environmental conditions. Pogo pin charging support and compatibility with third-party charging docks ensure the phone is powered as soon as the workday begins, and a 4,050mAh battery lasts long after the day is done. For times when even more power is needed, the battery is replaceable – just pop in a spare and keep going.",0.218,1,Taxable Goods,"Catalog, Search",499.99,,,,,Smartphone Samsung Galaxy XCover Pro,"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy XCover Pro,248234-373297-medium.jpg,Smartphone Samsung Galaxy XCover Pro,248234-373297-medium.jpg,Smartphone Samsung Galaxy XCover Pro,248234-373297-medium.jpg,Smartphone Samsung Galaxy XCover Pro,,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=black,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"248234-373297-medium.jpg,248235-373299-medium.jpg,248236-373301-medium.jpg,248237-373303-medium.jpg",Smartphone Samsung Galaxy XCover Pro black SM-G715FZKDE40,,,,,,,,,,,,,
SM-G970FZRDSEB,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy S10e Dual SIM (128 GB) red SM-G970FZRDSEB,,"The best for you from Samsung

• Pro-grade Camera
• Wireless Power Share
• Infinity-O Display
• Dynamic AMOLED
• Ultrasonic Fingerprint",0.175,1,Taxable Goods,"Catalog, Search",749.99,499.99,5/10/20,,,Smartphone Samsung Galaxy S10e Dual SIM (128 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy S10e Dual SIM (128 GB),224991-sm-g970-galaxys10e-front-cardinalred-medium.jpg,Smartphone Samsung Galaxy S10e Dual SIM (128 GB),224991-sm-g970-galaxys10e-front-cardinalred-medium.jpg,Smartphone Samsung Galaxy S10e Dual SIM (128 GB),224991-sm-g970-galaxys10e-front-cardinalred-medium.jpg,Smartphone Samsung Galaxy S10e Dual SIM (128 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=red,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"224991-sm-g970-galaxys10e-front-cardinalred-medium.jpg,224992-sm-g970-galaxys10e-r30-cardinalred-medium.jpg,224993-sm-g970-galaxys10e-l30-cardinalred-medium.jpg,224994-sm-g970-galaxys10e-rside-cardinalred-medium.jpg,224995-sm-g970-galaxys10e-lside-cardinalred-medium.jpg,224996-sm-g970-galaxys10e-back-cardinalred-medium.jpg",Smartphone Samsung Galaxy S10e Dual SIM (128 GB) red SM-G970FZRDSEB,,,,,,,,,,,,,
SM-G986BZADEUD,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy S20+ 5G (128 GB) grey SM-G986BZADEUD,,"Smartphone Samsung Galaxy S20+ 5G (128 GB) / SM-G986BZADEUD• Excellent Rear Camera (64 Mpx, 12Mpx)
• Front Camera 10 Mpx
• Samsung Pay
• 6,7'' QHD+ Dynamic AMOLED
• IP 68 class
• Wi-Fi 6 802.11ax (2.4GHz + 5GHz)",0.184,1,Taxable Goods,"Catalog, Search",1099,,,,,Smartphone Samsung Galaxy S20+ 5G (128 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy S20+ 5G (128 GB),245017-373930-medium.jpg,Smartphone Samsung Galaxy S20+ 5G (128 GB),245017-373930-medium.jpg,Smartphone Samsung Galaxy S20+ 5G (128 GB),245017-373930-medium.jpg,Smartphone Samsung Galaxy S20+ 5G (128 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=grey,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"245017-373930-medium.jpg,245018-373932-medium.jpg,245019-373934-medium.jpg,245020-373936-medium.jpg,245021-373938-medium.jpg,245022-373940-medium.jpg",Smartphone Samsung Galaxy S20+ 5G (128 GB) grey SM-G986BZADEUD,,,,,,,,,,,,,
MWLV2ET/A,,Default,simple,Default Category/Smartphones/Apple,base,Smartphone Apple iPhone 11 (64 GB) (product) red MWLV2ET/A,<strong>It just got a whole lot harder to take a bad photo.</strong>,"Just the right amount of everything.
A new dual‑camera system captures more of what you see and love. The fastest chip ever in a smartphone and all‑day battery life let you do more and charge less. And the highest‑quality video in a smartphone, so your memories look better than ever.• All-day battery life
• Wireless Charging
• Charge your battery to up to 50% in just 30 minutes with an 18W charger
• Water resistant up to 2 meters
• All‑new dual‑camera system - 12MP Wide and 12MP Ultra Wide camera

More info",0.194,1,Taxable Goods,"Catalog, Search",819.99,799.99,5/10/20,,,Smartphone Apple iPhone 11 (64 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Apple iPhone 11 (64 GB),232300-354035-medium.jpg,Smartphone Apple iPhone 11 (64 GB),232300-354035-medium.jpg,Smartphone Apple iPhone 11 (64 GB),232300-354035-medium.jpg,Smartphone Apple iPhone 11 (64 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=(product) red,manufacturer=Apple",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,Smartphone Apple iPhone 11 (64 GB) (product) red MWLV2ET/A,,,,,,,,,,,,,
MN902ET/A,,Default,simple,Default Category/Smartphones/Apple,base,Smartphone Apple iPhone 7 (32 GB) gold / white MN902ET/A,"<strong>Design </strong><br>iPhone 7 reaches a new level of innovation and precision. The enclosure is splash and water resistant. The Home button is completely re-engineered. And with a new unibody design that’s seamless to the touch, iPhone 7 feels as amazing as it looks. Using a highly advanced fingerprint sensor that’s as fast as ever, Touch ID makes unlocking your iPhone easy and secure.<br><br><strong>An entirely new camera enters the picture</strong><br>iPhone is the most popular camera in the world. Now they’ve re-engineered that beloved camera, adding optical image stabilisation, an ƒ/1.8 aperture and a six-element lens to make it even better for shooting photos and videos in low light. And with advanced new features like wide colour capture, your photos and Live Photos will look even more vibrant.<br><br><strong>Now your movies are just like the movies</strong><br>Videos shot in darker settings with iPhone 7 will look remarkably better, enhanced by optical image stabilisation and the all-new ƒ/1.8 aperture. And the 12MP camera captures high-resolution video up to 4K with over 8 million pixels. So you can shoot epic movies of epic moments, even if they’re happening in low light. Make your favourite moments last even longer. iPhone 7 offers slo-mo support in 1080p and 720p HD.<br><br><strong>New 7MP front-facing camera. Love your selfie</strong><br>The FaceTime HD camera is not only higher resolution, it also uses wide colour capture. So now you can take sharper and more vibrant selfies. Worried about lighting? The Retina Flash matches the ambient light for a shot with natural-looking skin tones. Hello, gorgeous.<br><br><strong>More brains behind the camera. Smarter ISP</strong><br>Why is the camera on iPhone 7 so advanced? It has an improved Apple-designed image signal processor built into the A10 Fusion chip. When you take a photo or video, the ISP powers over 100 billion operations and even uses machine learning to make your images look amazing.<br><br><strong>The brightest, most colourful iPhone display yet</strong><br>Almost everything you experience with your iPhone comes to life on its display. It’s where you look at the photos, messages, news and countless other things that make up your day. The iPhone 7 display uses the same colour space as the digital cinema industry, so what you see will be noticeably more brilliant and vibrant. Because we all deserve a bit more brightness in our day.<br><br><strong>More colours. More true to life</strong><br>With a new, wide colour gamut, the Retina HD display is able to deliver cinema-standard colours — and our best colour management to date. More shades of the colour spectrum can be used to create an image, meaning that what you see on the screen is a truer representation of the world. So whether you’re checking out photos of that perfect dress or Live Photos you took in the Caribbean, the colours will be so accurate, it will look like you’re there.<br><br><strong>A10 Fusion Chip - the most powerful chip ever in an iPhone</strong><br>iPhone 7 is supercharged by the most powerful chip ever in an iPhone. It’s not just faster than any before — it’s also more efficient. That’s because the A10 Fusion chip uses an all-new architecture that enables faster processing when you need it, and the ability to use even less power when you don’t. And with the longest battery life ever in an iPhone, you can work at twice the speed of iPhone 6 and still enjoy more time between charges.<br><br><strong>iPhone. Now in stereo</strong><br>For the first time, iPhone comes with stereo speakers, delivering two times the audio output of iPhone 6s and increased dynamic range. So whether you’re listening to music, watching videos or making speakerphone calls, iPhone 7 lets you crank it up. Way, way up.<br><br><strong>EarPods. With a Lightning connector</strong><br>iPhone 7 comes with EarPods that have a Lightning connector. But if you still want to listen through your old headphones, you can plug them in using a 3.5mm headphone jack adapter.<br><br><strong>Faster 4G LTE with the best worldwide roaming</strong><br>iPhone 7 features 4G LTE Advanced, with speeds up to 450 Mbps for data downloads — over 50 per cent faster than iPhone 6s and three times faster than iPhone 6. And thanks to even more LTE bands, you’ll have the best worldwide roaming available in a smartphone. Happy travels.<br><br><strong>iOS 10. It’s why there’s nothing else like an iPhone</strong><br>iOS 10 brings iPhone to life in incredibly personal and powerful ways. The interface is beautiful and easy to use. Intelligent suggestions appear just when you need them. And advanced technologies protect your privacy and security. Once you’ve experienced iOS, you’ll understand why so many people love using iPhone.","Smartphone iPhone 7, Apple / 32 GB / MN902ET/AiPhone 7 dramatically improves the most important aspects of the iPhone experience. It introduces advanced new camera systems. The best performance and battery life ever in an iPhone. Immersive stereo speakers. The brightest, most colourful iPhone display. Splash and water resistance. And it looks every bit as powerful as it is. This is iPhone 7.

More info",0.138,1,Taxable Goods,"Catalog, Search",499.99,349.99,5/10/20,,,Smartphone Apple iPhone 7 (32 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Apple iPhone 7 (32 GB),185252-apple-ip7-gold-1-medium.jpg,Smartphone Apple iPhone 7 (32 GB),185252-apple-ip7-gold-1-medium.jpg,Smartphone Apple iPhone 7 (32 GB),185252-apple-ip7-gold-1-medium.jpg,Smartphone Apple iPhone 7 (32 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=gold / white,manufacturer=Apple",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"147057-iphone7-gold-3-medium.jpg,147065-iphone7-gold-2-medium.jpg,185252-apple-ip7-gold-1-medium.jpg",Smartphone Apple iPhone 7 (32 GB) gold / white MN902ET/A,,,,,,,,,,,,,
25538,,Default,simple,Default Category/Smartphones/Xiaomi,base,Smartphone Xiaomi Redmi Note 8 Pro (128 GB) forest green 25538,,"• 6.53” FHD+ Dot Drop display
• 6 GB RAM, 128 GB storage
• 64MP quad camera
• 4500mAh battery
• NFC technology
• 18W fast charge
• Wi-Fi X antenna
• Corning® Gorilla® Glass 5 front and rear",0.199,1,Taxable Goods,"Catalog, Search",299.99,239.99,5/10/20,,,Smartphone Xiaomi Redmi Note 8 Pro (128 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Xiaomi Redmi Note 8 Pro (128 GB),241404-359758-medium.jpg,Smartphone Xiaomi Redmi Note 8 Pro (128 GB),241404-359758-medium.jpg,Smartphone Xiaomi Redmi Note 8 Pro (128 GB),241404-359758-medium.jpg,Smartphone Xiaomi Redmi Note 8 Pro (128 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=forest green,manufacturer=Xiaomi",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"241404-359758-medium.jpg,241405-359760-medium.jpg,241406-359762-medium.jpg,241407-359764-medium.jpg,241408-359766-medium.jpg,241409-359768-medium.jpg,241410-359770-medium.jpg",Smartphone Xiaomi Redmi Note 8 Pro (128 GB) forest green 25538,,,,,,,,,,,,,
MRYQ2ET/A,,Default,simple,Default Category/Smartphones/Apple,base,Smartphone Apple iPhone XR (256 GB) blue MRYQ2ET/A,"<strong>Introducing Liquid Retina</strong><br>The new display on iPhone XR is the most advanced LCD in the industry. An innova­tive backlight design allows the screen to stretch into the corners. So you see true-to-life colour from one beautiful edge to the other.<br><br><strong>Exceptional materials.</strong><br>The most durable front glass ever in a smartphone. Precision-machined, aerospace-grade aluminium bands. Water and dust resistance. And six stunning new finishes.<br><br><strong>Seven-layer colour process.&nbsp;</strong><br>The beautiful finishes of the back glass are achieved using an advanced process that allows for deep, rich colours.<br><br><strong>Aerospace-grade aluminium bands.&nbsp;</strong><br>A special Apple‑designed alloy is precision‑machined to create structural bands and anodised to complement the colour of the back glass.<br><br><strong>Wireless charging.&nbsp;</strong><br>The glass back allows iPhone XR to charge easily and wirelessly.<br><br><strong>Advanced Face ID.&nbsp;</strong><br>Security is simple when your face is your password. You can unlock your iPhone, log in to apps and pay for things with a glance. It’s the most secure facial authentication ever in a smart­phone. And now it’s even faster.<br><br><strong>Intelligent A12 Bionic.&nbsp;</strong><br>This is the smartest, most powerful chip in a smart­phone, with our next-generation Neural Engine. For amazing augmented reality experiences. Incredible portraits with Depth Control. And speed and fluidity in everything you do.<br><br><strong>Breakthrough camera system.&nbsp;</strong><br>The world’s most popular camera is defining a new era of photography. Where an innovative sensor works with the ISP and Neural Engine to help you create photos like never before.<br><br><strong>Portrait mode.&nbsp;</strong><br>iPhone XR uses a single-lens camera and machine learning to keep people in the foreground in sharp focus against an artfully blurred background.<br><br><strong>Enhanced bokeh effect.&nbsp;</strong><br>Portrait mode photos look even more professional thanks to a sophisticated background blur.<br><br><strong>All-new Depth Control.&nbsp;</strong><br>Now you can adjust the depth of field in portraits after you shoot.<br><br><strong>Smart HDR.&nbsp;</strong><br>New secondary frames, a faster sensor and the powerful A12 Bionic chip bring more highlight and shadow detail to your photos.<br><br><br><em>Operating ambient temperature: 0° to 35° C (32° to 95° F)</em>","Smartphone Apple iPhone XR 256 GB / MRYQ2ET/AAll-new Liquid Retina display — the most advanced LCD in the industry. Even faster Face ID. The smartest, most powerful chip in a smart­phone. And a breakthrough camera system. iPhone XR. It’s beautiful any way you look at it.

More info",0.194,1,Taxable Goods,"Catalog, Search",1039,879.99,5/10/20,,,Smartphone Apple iPhone XR (256 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Apple iPhone XR (256 GB),201045-apple-ip-xr-blue-medium.jpg,Smartphone Apple iPhone XR (256 GB),201045-apple-ip-xr-blue-medium.jpg,Smartphone Apple iPhone XR (256 GB),201045-apple-ip-xr-blue-medium.jpg,Smartphone Apple iPhone XR (256 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=blue,manufacturer=Apple",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,Smartphone Apple iPhone XR (256 GB) blue MRYQ2ET/A,,,,,,,,,,,,,
SM-G975FZGDSEB,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy S10+ Dual SIM (128 GB) green SM-G975FZGDSEB,,"The best for you from Samsung

• Pro-grade Camera
• Wireless Power Share
• Infinity-O Display
• Dynamic AMOLED
• Ultrasonic Fingerprint",0.194,1,Taxable Goods,"Catalog, Search",999.99,749.99,5/10/20,,,Smartphone Samsung Galaxy S10+ Dual SIM (128 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy S10+ Dual SIM (128 GB),215635-sm-g975g-medium.jpg,Smartphone Samsung Galaxy S10+ Dual SIM (128 GB),215635-sm-g975g-medium.jpg,Smartphone Samsung Galaxy S10+ Dual SIM (128 GB),215635-sm-g975g-medium.jpg,Smartphone Samsung Galaxy S10+ Dual SIM (128 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=green,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"215635-sm-g975g-medium.jpg,215636-sm-g975g-2-medium.jpg,215637-sm-g975g-3-medium.jpg,215638-sm-g975g-4-medium.jpg,215639-sm-g975g-5-medium.jpg,215640-sm-g975g-6-medium.jpg",Smartphone Samsung Galaxy S10+ Dual SIM (128 GB) green SM-G975FZGDSEB,,,,,,,,,,,,,
SM-G980FZIDEUD,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy S20 (128 GB) pink SM-G980FZIDEUD,,"Smartphone Samsung Galaxy S20 (128 GB) / SM-G980FZIDEUD• Excellent Rear Camera (64 Mpx, 12Mpx)
• Front Camera 10 Mpx
• Samsung Pay
• 6,2'' QHD+ Dynamic AMOLED
• IP 68 class
• Wi-Fi 6 802.11ax (2.4GHz + 5GHz)",0.163,1,Taxable Goods,"Catalog, Search",899.99,,,,,Smartphone Samsung Galaxy S20 (128 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy S20 (128 GB),245001-373906-medium.jpg,Smartphone Samsung Galaxy S20 (128 GB),245001-373906-medium.jpg,Smartphone Samsung Galaxy S20 (128 GB),245001-373906-medium.jpg,Smartphone Samsung Galaxy S20 (128 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=pink,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"245001-373906-medium.jpg,245002-373908-medium.jpg,245003-373910-medium.jpg,245004-373912-medium.jpg,245005-373914-medium.jpg,245006-373916-medium.jpg",Smartphone Samsung Galaxy S20 (128 GB) pink SM-G980FZIDEUD,,,,,,,,,,,,,
SM-G970FZKDSEB,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy S10e Dual SIM (128 GB) black SM-G970FZKDSEB,,"The best for you from Samsung

• Pro-grade Camera
• Wireless Power Share
• Infinity-O Display
• Dynamic AMOLED
• Ultrasonic Fingerprint",0.22,1,Taxable Goods,"Catalog, Search",749.99,499.99,5/10/20,,,Smartphone Samsung Galaxy S10e Dual SIM (128 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy S10e Dual SIM (128 GB),215518-sm-g970b-medium.jpg,Smartphone Samsung Galaxy S10e Dual SIM (128 GB),215518-sm-g970b-medium.jpg,Smartphone Samsung Galaxy S10e Dual SIM (128 GB),215518-sm-g970b-medium.jpg,Smartphone Samsung Galaxy S10e Dual SIM (128 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=black,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"215518-sm-g970b-medium.jpg,215519-sm-g970b-2-medium.jpg,215520-sm-g970b-3-medium.jpg,215521-sm-g970b-4-medium.jpg,215522-sm-g970b-5-medium.jpg,215523-sm-g970b-6-medium.jpg",Smartphone Samsung Galaxy S10e Dual SIM (128 GB) black SM-G970FZKDSEB,,,,,,,,,,,,,
SM-G988BZADEUD,,Default,simple,Default Category/Smartphones/Samsung,base,Smartphone Samsung Galaxy S20 Ultra 5G (128 GB) grey SM-G988BZADEUD,,"Smartphone Samsung Galaxy S20 Ultra 5G (128 GB) / SM-G988BZADEUD• Excellent Rear Camera (108 Mpx, 12Mpx)
• Front Camera 40 Mpx
• Samsung Pay
• 6,9'' QHD+ Dynamic AMOLED
• IP 68 class
• Wi-Fi 6 802.11ax (2.4GHz + 5GHz)",0.22,1,Taxable Goods,"Catalog, Search",1349,,,,,Smartphone Samsung Galaxy S20 Ultra 5G (128 GB),"smartphone,cell phone,phone,smart cell phone,smart phone",Smartphone Samsung Galaxy S20 Ultra 5G (128 GB),245035-373966-medium.jpg,Smartphone Samsung Galaxy S20 Ultra 5G (128 GB),245035-373966-medium.jpg,Smartphone Samsung Galaxy S20 Ultra 5G (128 GB),245035-373966-medium.jpg,Smartphone Samsung Galaxy S20 Ultra 5G (128 GB),,,,,,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=grey,manufacturer=Samsung",5,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"245035-373966-medium.jpg,245036-373968-medium.jpg,245037-373970-medium.jpg,245038-373972-medium.jpg,245039-373974-medium.jpg,245040-373976-medium.jpg",Smartphone Samsung Galaxy S20 Ultra 5G (128 GB) grey SM-G988BZADEUD,,,,,,,,,,,,,
